label,accession,type,start,end,notes
7krn,PRO_0000449630,2,2,2,2
7kro,P0DTD1,10,10,10,10
7kro,PRO_0000449625,2,2,2,2
7kro,PRO_0000449626,2,2,2,2
7kro,PRO_0000449629,3,3,3,3
7kro,PRO_0000449630,2,2,2,2
7krp,P0DTD1,8,8,8,8
7krp,PRO_0000449625,2,2,2,2
7krp,PRO_0000449626,2,2,2,2
7krp,PRO_0000449629,3,3,3,3
7krq,PRO_0000449649,1,1,1,1
7krr,PRO_0000449649,3,3,3,3
7krs,PRO_0000449649,1,1,1,1
7krx,P0DTD1,6,6,6,6
7krx,PRO_0000449621,5,5,5,5
7ks9,PRO_0000449649,3,3,3,3
7ksg,PRO_0000449649,3,3,3,3
7kvl,P0DTD1,2,2,2,2
7kvl,PRO_0000449623,2,2,2,2
7kvr,P0DTD1,2,2,2,2
7kvr,PRO_0000449623,2,2,2,2
7kx5,P0DTD1,2,2,2,2
7kx5,PRO_0000449623,2,2,2,2
7kxb,P0DTD1,2,2,2,2
7kxb,PRO_0000449621,2,2,2,2
7kxj,PRO_0000449649,3,3,3,3
7kxk,PRO_0000449649,3,3,3,3
7kyu,P0DTD1,4,4,4,4
7kyu,PRO_0000449623,4,4,4,4
7l02,PRO_0000449649,2,2,2,2
7l06,PRO_0000449649,2,2,2,2
7l09,PRO_0000449649,2,2,2,2
7l0d,P0DTD1,2,2,2,2
7l0d,PRO_0000449623,2,2,2,2
7l10,P0DTD1,4,4,4,4
7l10,PRO_0000449623,4,4,4,4
7l11,P0DTD1,1,1,1,1
7l11,PRO_0000449623,1,1,1,1
7l12,P0DTD1,2,2,2,2
7l12,PRO_0000449623,2,2,2,2
7l13,P0DTD1,2,2,2,2
7l13,PRO_0000449623,2,2,2,2
7l14,P0DTD1,1,1,1,1
7l14,PRO_0000449623,1,1,1,1
7l1f,P0DTD1,9,9,9,9
7l1f,PRO_0000449625,1,1,1,1
7l1f,PRO_0000449626,1,1,1,1
7l1f,PRO_0000449629,7,7,7,7
7l2d,PRO_0000449649,3,3,3,3
7l2e,PRO_0000449649,1,1,1,1
7l2f,PRO_0000449649,3,3,3,3
7l3n,PRO_0000449649,3,3,3,3
7l56,PRO_0000449649,3,3,3,3
7l57,PRO_0000449649,3,3,3,3
7l58,PRO_0000449649,5,5,5,5
7l5d,P0DTD1,2,2,2,2
7l5d,PRO_0000449623,2,2,2,2
7l6r,P0DTD1,6,6,6,6
7l6r,PRO_0000449628,5,5,5,5
7l6r,PRO_0000449633,1,1,1,1
7l6t,P0DTD1,4,4,4,4
7l6t,PRO_0000449628,3,3,3,3
7l6t,PRO_0000449633,1,1,1,1
7l7k,PRO_0000449649,3,3,3,3
7l8i,P0DTD1,2,2,2,2
7l8i,PRO_0000449623,2,2,2,2
7l8j,P0DTD1,2,2,2,2
7l8j,PRO_0000449623,2,2,2,2
7laa,PRO_0000449649,2,2,2,2
7lab,PRO_0000449649,2,2,2,2
7lb7,P0DTD1,1,1,1,1
7lb7,PRO_0000449623,1,1,1,1
7lbn,P0DTD1,2,2,2,2
7lbn,PRO_0000449623,2,2,2,2
7lbr,P0DTC1,1,1,1,1
7lbs,P0DTC1,1,1,1,1
7lc8,PRO_0000449649,1,1,1,1
7lcn,PRO_0000449649,2,2,2,2
7lco,P0DTD1,1,1,1,1
7lco,PRO_0000449623,1,1,1,1
7lcs,P0DTD1,1,1,1,1
7lcs,PRO_0000449623,1,1,1,1
7lct,P0DTD1,1,1,1,1
7lct,PRO_0000449623,1,1,1,1
7ld1,PRO_0000449649,2,2,2,2
7ldl,P0DTD1,1,1,1,1
7ldl,PRO_0000449623,1,1,1,1
7ldx,P0DTD1,2,2,2,2
7ldx,PRO_0000449623,2,2,2,2
7lfe,P0DTD1,2,2,2,2
7lfe,PRO_0000449623,2,2,2,2
7lfp,P0DTD1,2,2,2,2
7lfp,PRO_0000449623,2,2,2,2
7lfz,P0DTD1,1,1,1,1
7lfz,PRO_0000449630,1,1,1,1
7lg2,P0DTD1,1,1,1,1
7lg2,PRO_0000449626,1,1,1,1
7lg3,P0DTD1,1,1,1,1
7lg3,PRO_0000449625,1,1,1,1
7lg7,P0DTD1,2,2,2,2
7lg7,PRO_0000449621,2,2,2,2
7lgd,P0DTC9,1,1,1,1
7lgo,P0DTD1,2,2,2,2
7lgo,PRO_0000449621,2,2,2,2
7ljr,PRO_0000449649,3,3,3,3
7lkd,P0DTD1,2,2,2,2
7lkd,PRO_0000449623,2,2,2,2
7lke,P0DTD1,2,2,2,2
7lke,PRO_0000449623,2,2,2,2
7lkr,P0DTD1,3,3,3,3
7lkr,PRO_0000449623,3,3,3,3
7lks,P0DTD1,3,3,3,3
7lks,PRO_0000449623,3,3,3,3
7lkt,P0DTD1,3,3,3,3
7lkt,PRO_0000449623,3,3,3,3
7lku,P0DTD1,2,2,2,2
7lku,PRO_0000449623,2,2,2,2
7lkv,P0DTD1,3,3,3,3
7lkv,PRO_0000449623,3,3,3,3
7lkw,P0DTD1,3,3,3,3
7lkw,PRO_0000449623,3,3,3,3
7lkx,P0DTD1,3,3,3,3
7lkx,PRO_0000449623,3,3,3,3
7llf,P0DTC1,1,1,1,1
7llz,P0DTD1,1,1,1,1
7llz,PRO_0000449621,1,1,1,1
7lmc,P0DTD1,2,2,2,2
7lmc,PRO_0000449622,1,1,1,1
7lmc,PRO_0000449623,1,1,1,1
7lmd,P0DTD1,2,2,2,2
7lmd,PRO_0000449623,2,2,2,2
7lme,P0DTD1,2,2,2,2
7lme,PRO_0000449623,2,2,2,2
7lmf,P0DTD1,2,2,2,2
7lmf,PRO_0000449623,2,2,2,2
7los,P0DTD1,1,1,1,1
7los,PRO_0000449621,1,1,1,1
7lqv,PRO_0000449649,1,1,1,1
7lqw,PRO_0000449649,3,3,3,3
7lrt,PRO_0000449649,3,3,3,3
7ls9,PRO_0000449649,1,1,1,1
7lss,PRO_0000449649,3,3,3,3
7ltj,P0DTD1,1,1,1,1
7ltj,PRO_0000449623,1,1,1,1
7ltu,P0DTC9,1,1,1,1
7lux,P0DTC9,1,1,1,1
7luz,P0DTC9,1,1,1,1
7lv2,P0DTC9,1,1,1,1
7lw3,P0DTD1,4,4,4,4
7lw3,PRO_0000449628,3,3,3,3
7lw3,PRO_0000449633,1,1,1,1
7lw4,P0DTD1,5,5,5,5
7lw4,PRO_0000449628,3,3,3,3
7lw4,PRO_0000449633,1,1,1,1
7lwi,PRO_0000449649,3,3,3,3
7lwj,PRO_0000449649,3,3,3,3
7lwk,PRO_0000449649,3,3,3,3
7lwl,PRO_0000449649,3,3,3,3
7lwm,PRO_0000449649,3,3,3,3
7lwn,PRO_0000449649,3,3,3,3
7lwo,PRO_0000449649,3,3,3,3
7lwp,PRO_0000449649,3,3,3,3
7lwq,PRO_0000449649,3,3,3,3
7lws,PRO_0000449649,3,3,3,3
7lwt,PRO_0000449649,3,3,3,3
7lwu,PRO_0000449649,3,3,3,3
7lwv,PRO_0000449649,3,3,3,3
7lww,PRO_0000449649,3,3,3,3
7lxy,PRO_0000449649,3,3,3,3
7lxz,PRO_0000449649,3,3,3,3
7ly2,PRO_0000449649,3,3,3,3
7lyh,P0DTD1,2,2,2,2
7lyh,PRO_0000449623,2,2,2,2
7lyi,P0DTD1,3,3,3,3
7lyi,PRO_0000449623,3,3,3,3
7lyk,PRO_0000449649,3,3,3,3
7lyl,PRO_0000449649,3,3,3,3
7lym,PRO_0000449649,3,3,3,3
7lyn,PRO_0000449649,3,3,3,3
7lyo,PRO_0000449649,3,3,3,3
7lyp,PRO_0000449649,3,3,3,3
7lyq,PRO_0000449649,3,3,3,3
7lzt,P0DTD1,3,3,3,3
7lzt,PRO_0000449623,3,3,3,3
7lzu,P0DTD1,3,3,3,3
7lzu,PRO_0000449623,3,3,3,3
7lzv,P0DTD1,3,3,3,3
7lzv,PRO_0000449623,3,3,3,3
7lzw,P0DTD1,3,3,3,3
7lzw,PRO_0000449623,3,3,3,3
7lzx,P0DTD1,2,2,2,2
7lzx,PRO_0000449623,2,2,2,2
7lzy,P0DTD1,3,3,3,3
7lzy,PRO_0000449623,3,3,3,3
7lzz,P0DTD1,3,3,3,3
7lzz,PRO_0000449623,3,3,3,3
7m00,P0DTD1,5,5,5,5
7m00,PRO_0000449623,5,5,5,5
7m01,P0DTD1,3,3,3,3
7m01,PRO_0000449623,3,3,3,3
7m02,P0DTD1,3,3,3,3
7m02,PRO_0000449623,3,3,3,3
7m03,P0DTD1,3,3,3,3
7m03,PRO_0000449623,3,3,3,3
7m04,P0DTD1,3,3,3,3
7m04,PRO_0000449623,3,3,3,3
7m0j,PRO_0000449649,3,3,3,3
7m1y,P0DTD1,3,3,3,3
7m1y,PRO_0000449621,2,2,2,2
7m2p,P0DTD1,2,2,2,2
7m2p,PRO_0000449623,2,2,2,2
7m4r,P0DTC4,2,2,2,2
7m53,PRO_0000449649,3,3,3,3
7m6e,PRO_0000449649,3,3,3,3
7m6f,PRO_0000449649,3,3,3,3
7m6g,PRO_0000449649,3,3,3,3
7m6h,PRO_0000449649,3,3,3,3
7m6i,PRO_0000449649,3,3,3,3
7m8k,PRO_0000449649,3,3,3,3
7m8m,P0DTD1,2,2,2,2
7m8m,PRO_0000449623,2,2,2,2
7m8n,P0DTD1,2,2,2,2
7m8n,PRO_0000449623,2,2,2,2
7m8o,P0DTD1,4,4,4,4
7m8o,PRO_0000449623,4,4,4,4
7m8p,P0DTD1,2,2,2,2
7m8p,PRO_0000449623,2,2,2,2
7m8u,PRO_0000449649,1,1,1,1
7m8x,P0DTD1,4,4,4,4
7m8x,PRO_0000449623,4,4,4,4
7m8y,P0DTD1,3,3,3,3
7m8y,PRO_0000449623,3,3,3,3
7m8z,P0DTD1,6,6,6,6
7m8z,PRO_0000449623,6,6,6,6
7m90,P0DTD1,16,16,16,16
7m90,PRO_0000449623,16,16,16,16
7m91,P0DTD1,4,4,4,4
7m91,PRO_0000449623,4,4,4,4
7mbg,P0DTD1,2,2,2,2
7mbg,PRO_0000449623,2,2,2,2
7mbi,P0DTD1,1,1,1,1
7mbi,PRO_0000449623,1,1,1,1
7mc5,P0DTD1,5,5,5,5
7mc5,PRO_0000449627,1,1,1,1
7mc5,PRO_0000449628,2,2,2,2
7mc5,PRO_0000449631,1,1,1,1
7mc6,P0DTD1,7,7,7,7
7mc6,PRO_0000449627,1,1,1,1
7mc6,PRO_0000449628,2,2,2,2
7mc6,PRO_0000449631,3,3,3,3
7me0,P0DTD1,2,2,2,2
7me0,PRO_0000449632,2,2,2,2
7mgr,P0DTD1,3,3,3,3
7mgr,PRO_0000449623,2,2,2,2
7mgs,P0DTD1,3,3,3,3
7mgs,PRO_0000449623,2,2,2,2
7mhf,P0DTD1,1,1,1,1
7mhf,PRO_0000449623,1,1,1,1
7mhg,P0DTD1,1,1,1,1
7mhg,PRO_0000449623,1,1,1,1
7mhh,P0DTD1,1,1,1,1
7mhh,PRO_0000449623,1,1,1,1
7mhi,P0DTD1,1,1,1,1
7mhi,PRO_0000449623,1,1,1,1
7mhj,P0DTD1,1,1,1,1
7mhj,PRO_0000449623,1,1,1,1
7mhk,P0DTD1,1,1,1,1
7mhk,PRO_0000449623,1,1,1,1
7mhl,P0DTD1,1,1,1,1
7mhl,PRO_0000449623,1,1,1,1
7mhm,P0DTD1,1,1,1,1
7mhm,PRO_0000449623,1,1,1,1
7mhn,P0DTD1,1,1,1,1
7mhn,PRO_0000449623,1,1,1,1
7mho,P0DTD1,1,1,1,1
7mho,PRO_0000449623,1,1,1,1
7mhp,P0DTD1,1,1,1,1
7mhp,PRO_0000449623,1,1,1,1
7mhq,P0DTD1,1,1,1,1
7mhq,PRO_0000449623,1,1,1,1
7mjg,PRO_0000449649,3,3,3,3
7mjh,PRO_0000449649,3,3,3,3
7mjj,PRO_0000449649,3,3,3,3
7mjk,PRO_0000449649,3,3,3,3
7mjm,PRO_0000449649,3,3,3,3
7mkl,PRO_0000449649,2,2,2,2
7mm0,PRO_0000449649,3,3,3,3
7mng,P0DTD1,1,1,1,1
7mng,PRO_0000449623,1,1,1,1
7mpb,P0DTD1,1,1,1,1
7mpb,PRO_0000449623,1,1,1,1
7mrr,P0DTD1,1,1,1,1
7mrr,PRO_0000449623,1,1,1,1
7msw,P0DTD1,2,2,2,2
7msw,PRO_0000449620,2,2,2,2
7msx,P0DTD1,7,7,7,7
7msx,PRO_0000449620,7,7,7,7
7mtc,PRO_0000449649,3,3,3,3
7mtd,PRO_0000449649,3,3,3,3
7mte,PRO_0000449649,3,3,3,3
7my2,PRO_0000449649,3,3,3,3
7my3,PRO_0000449649,3,3,3,3
7my8,PRO_0000449649,1,1,1,1
7n06,P0DTD1,1,1,1,1
7n06,PRO_0000449632,1,1,1,1
7n0b,P0DTD1,7,7,7,7
7n0b,PRO_0000449628,2,2,2,2
7n0b,PRO_0000449631,5,5,5,5
7n0c,P0DTD1,6,6,6,6
7n0c,PRO_0000449628,2,2,2,2
7n0c,PRO_0000449631,4,4,4,4
7n0d,P0DTD1,7,7,7,7
7n0d,PRO_0000449628,2,2,2,2
7n0d,PRO_0000449631,5,5,5,5
7n0g,PRO_0000449649,3,3,3,3
7n0h,PRO_0000449649,3,3,3,3
7n0i,P0DTC9,1,1,1,1
7n0r,P0DTC9,1,1,1,1
7n1b,PRO_0000449649,1,1,1,1
7n1e,PRO_0000449649,1,1,1,1
7n1q,PRO_0000449649,3,3,3,3
7n1t,PRO_0000449649,1,1,1,1
7n1u,PRO_0000449649,3,3,3,3
7n1v,PRO_0000449649,3,3,3,3
7n1w,PRO_0000449649,3,3,3,3
7n1x,PRO_0000449649,3,3,3,3
7n1y,PRO_0000449649,3,3,3,3
7n33,P0DTD1,1,1,1,1
7n33,PRO_0000449632,1,1,1,1
7n3c,P0DTC9,1,1,1,1
7n3d,P0DTC9,5,5,5,5
7n44,P0DTD1,6,6,6,6
7n44,PRO_0000449623,6,6,6,6
7n5z,P0DTD1,2,2,2,2
7n5z,PRO_0000449623,1,1,1,1
7n6n,P0DTD1,4,4,4,4
7n6n,PRO_0000449622,2,2,2,2
7n6n,PRO_0000449623,1,1,1,1
7n7r,P0DTD1,1,1,1,1
7n7r,PRO_0000449632,1,1,1,1
7n7u,P0DTD1,1,1,1,1
7n7u,PRO_0000449632,1,1,1,1
7n7w,P0DTD1,1,1,1,1
7n7w,PRO_0000449632,1,1,1,1
7n7y,P0DTD1,1,1,1,1
7n7y,PRO_0000449632,1,1,1,1
7n83,P0DTD1,1,1,1,1
7n83,PRO_0000449632,1,1,1,1
7n89,P0DTD1,2,2,2,2
7n89,PRO_0000449623,1,1,1,1
7n8c,P0DTD1,1,1,1,1
7n8c,PRO_0000449623,1,1,1,1
7n8h,PRO_0000449649,3,3,3,3
7n9b,PRO_0000449649,3,3,3,3
7n9c,PRO_0000449649,3,3,3,3
7n9e,PRO_0000449649,3,3,3,3
7nbr,P0DTD1,2,2,2,2
7nbr,PRO_0000449623,2,2,2,2
7nbs,P0DTD1,2,2,2,2
7nbs,PRO_0000449623,2,2,2,2
7nby,P0DTD1,2,2,2,2
7nby,PRO_0000449623,2,2,2,2
7nd3,PRO_0000449649,3,3,3,3
7nd4,PRO_0000449649,3,3,3,3
7nd5,PRO_0000449649,3,3,3,3
7nd6,PRO_0000449649,3,3,3,3
7nd7,PRO_0000449649,3,3,3,3
7nd8,PRO_0000449649,3,3,3,3
7nd9,PRO_0000449649,5,5,5,5
7nda,PRO_0000449649,3,3,3,3
7ndb,PRO_0000449649,3,3,3,3
7ndc,PRO_0000449649,3,3,3,3
7ndd,PRO_0000449649,3,3,3,3
7nev,P0DTD1,2,2,2,2
7nev,PRO_0000449623,2,2,2,2
7nf5,P0DTD1,2,2,2,2
7nf5,PRO_0000449623,2,2,2,2
7nfv,P0DTD1,1,1,1,1
7nfv,PRO_0000449621,1,1,1,1
7ng3,P0DTD1,1,1,1,1
7ng3,PRO_0000449623,1,1,1,1
7ng6,P0DTD1,2,2,2,2
7ng6,PRO_0000449623,2,2,2,2
7nio,P0DTD1,4,4,4,4
7nio,PRO_0000449630,4,4,4,4
7nn0,P0DTD1,4,4,4,4
7nn0,PRO_0000449630,4,4,4,4
7nng,P0DTD1,7,7,7,7
7nng,PRO_0000449630,7,7,7,7
7nt1,P0DTD1,2,2,2,2
7nt1,PRO_0000449623,2,2,2,2
7nt2,P0DTD1,2,2,2,2
7nt2,PRO_0000449623,2,2,2,2
7nt3,P0DTD1,2,2,2,2
7nt3,PRO_0000449623,2,2,2,2
7nt9,PRO_0000449649,3,3,3,3
7nta,PRO_0000449649,3,3,3,3
7ntc,PRO_0000449649,3,3,3,3
7ntk,P0DTC4,2,2,2,2
7ntv,P0DTD1,2,2,2,2
7ntv,PRO_0000449623,2,2,2,2
7nuk,P0DTD1,1,1,1,1
7nuk,PRO_0000449623,1,1,1,1
7nw2,P0DTC1,2,2,2,2
7o7y,P0DTD1,3,3,3,3
7o7y,PRO_0000449628,1,1,1,1
7o7y,PRO_0000449629,1,1,1,1
7o7z,P0DTD1,3,3,3,3
7o7z,PRO_0000449628,1,1,1,1
7o7z,PRO_0000449629,1,1,1,1
7o80,P0DTD1,3,3,3,3
7o80,PRO_0000449628,1,1,1,1
7o80,PRO_0000449629,1,1,1,1
7o81,P0DTD1,3,3,3,3
7o81,PRO_0000449628,2,2,2,2
7oan,PRO_0000449649,3,3,3,3
7ofs,P0DTD1,1,1,1,1
7ofs,PRO_0000449621,1,1,1,1
7oft,P0DTD1,1,1,1,1
7oft,PRO_0000449621,1,1,1,1
7ofu,P0DTC1,1,1,1,1
7oyg,P0DTD1,14,14,14,14
7oyg,PRO_0000449625,2,2,2,2
7oyg,PRO_0000449626,3,3,3,3
7oyg,PRO_0000449629,9,9,9,9
7ozu,P0DTD1,14,14,14,14
7ozu,PRO_0000449625,2,2,2,2
7ozu,PRO_0000449626,3,3,3,3
7ozu,PRO_0000449629,9,9,9,9
7ozv,P0DTD1,14,14,14,14
7ozv,PRO_0000449625,2,2,2,2
7ozv,PRO_0000449626,3,3,3,3
7ozv,PRO_0000449629,9,9,9,9
7p77,PRO_0000449649,3,3,3,3
7p78,PRO_0000449649,3,3,3,3
7p79,PRO_0000449649,3,3,3,3
7p7a,PRO_0000449649,3,3,3,3
7p7b,PRO_0000449649,5,5,5,5
7r7h,P0DTD1,1,1,1,1
7r7h,PRO_0000449623,1,1,1,1
7r8m,PRO_0000449649,3,3,3,3
7r8n,PRO_0000449649,3,3,3,3
7r8o,PRO_0000449649,3,3,3,3
7r98,P0DTC9,3,3,3,3
7ra8,PRO_0000449649,3,3,3,3
7rb0,P0DTD1,2,2,2,2
7rb0,PRO_0000449632,2,2,2,2
7rb2,P0DTD1,2,2,2,2
7rb2,PRO_0000449632,2,2,2,2
7rkv,PRO_0000449649,3,3,3,3
7rn0,P0DTD1,2,2,2,2
7rn0,PRO_0000449623,2,2,2,2
7rn1,P0DTD1,2,2,2,2
7rn1,PRO_0000449623,2,2,2,2
7rnj,PRO_0000449649,1,1,1,1
7rqg,P0DTD1,2,2,2,2
7rqg,PRO_0000449621,2,2,2,2
7rw2,PRO_0000449649,3,3,3,3
7rzc,P0DTC1,2,2,2,2
7s3k,P0DTD1,1,1,1,1
7s3k,PRO_0000449623,1,1,1,1
7s3s,P0DTD1,1,1,1,1
7s3s,PRO_0000449623,1,1,1,1
7s4b,P0DTD1,1,1,1,1
7s4b,PRO_0000449623,1,1,1,1
CATH-B domains,P0DTC7,1,1,1,1
CATH-B domains,P0DTD1,7,7,7,7
CATH-B domains,PRO_0000449621,3,3,3,3
CATH-B domains,PRO_0000449632,4,4,4,4
Helicase nsp13,P0DTD1,1,1,1,1
Helix,P0DTC4,2,2,2,2
Helix,P0DTC9,8,8,8,8
Helix,P0DTD1,123,123,123,123
Helix,PRO_0000449619,2,2,2,2
Helix,PRO_0000449621,18,18,18,18
Helix,PRO_0000449623,12,12,12,12
Helix,PRO_0000449626,5,5,5,5
Helix,PRO_0000449628,6,6,6,6
Helix,PRO_0000449629,46,46,46,46
Helix,PRO_0000449630,24,24,24,24
Helix,PRO_0000449632,10,10,10,10
Host translation inhibitor nsp1,P0DTC1,1,1,1,1
Host translation inhibitor nsp1,P0DTD1,1,1,1,1
MobiDB,P0DTC9,6,6,6,6
MobiDB,P0DTD1,1,1,1,1
MobiDB,PRO_0000449621,1,1,1,1
Non-structural protein 10,P0DTC1,1,1,1,1
Non-structural protein 10,P0DTD1,1,1,1,1
Non-structural protein 11,P0DTC1,1,1,1,1
Non-structural protein 2,P0DTC1,1,1,1,1
Non-structural protein 2,P0DTD1,1,1,1,1
Non-structural protein 4,P0DTC1,1,1,1,1
Non-structural protein 4,P0DTD1,1,1,1,1
Non-structural protein 6,P0DTC1,1,1,1,1
Non-structural protein 6,P0DTD1,1,1,1,1
Non-structural protein 7,P0DTC1,1,1,1,1
Non-structural protein 7,P0DTD1,1,1,1,1
Non-structural protein 8,P0DTC1,1,1,1,1
Non-structural protein 8,P0DTD1,1,1,1,1
Non-structural protein 9,P0DTC1,1,1,1,1
Non-structural protein 9,P0DTD1,1,1,1,1
Papain-like protease nsp3,P0DTC1,1,1,1,1
Papain-like protease nsp3,P0DTD1,1,1,1,1
Pfam domains,P0DTC1,18,18,18,18
Pfam domains,P0DTC3,1,1,1,1
Pfam domains,P0DTC4,1,1,1,1
Pfam domains,P0DTC7,1,1,1,1
Pfam domains,P0DTC8,1,1,1,1
Pfam domains,P0DTC9,1,1,1,1
Pfam domains,P0DTD1,26,26,26,26
Pfam domains,P0DTD2,1,1,1,1
Pfam domains,PRO_0000449619,1,1,1,1
Pfam domains,PRO_0000449620,2,2,2,2
Pfam domains,PRO_0000449621,7,7,7,7
Pfam domains,PRO_0000449622,2,2,2,2
Pfam domains,PRO_0000449623,1,1,1,1
Pfam domains,PRO_0000449625,1,1,1,1
Pfam domains,PRO_0000449626,1,1,1,1
Pfam domains,PRO_0000449627,1,1,1,1
Pfam domains,PRO_0000449628,1,1,1,1
Pfam domains,PRO_0000449629,2,2,2,2
Pfam domains,PRO_0000449630,1,1,1,1
Pfam domains,PRO_0000449631,1,1,1,1
Pfam domains,PRO_0000449632,3,3,3,3
Pfam domains,PRO_0000449633,1,1,1,1
Pfam domains,PRO_0000449649,1,1,1,1
Proofreading exoribonuclease nsp14,P0DTD1,1,1,1,1
RNA-directed RNA polymerase nsp12,P0DTD1,1,1,1,1
SWISS-MODEL,P0DTC1,34,34,34,34
SWISS-MODEL,P0DTC3,1,1,1,1
SWISS-MODEL,P0DTC4,1,1,1,1
SWISS-MODEL,P0DTC7,3,3,3,3
SWISS-MODEL,P0DTC8,2,2,2,2
SWISS-MODEL,P0DTC9,3,3,3,3
SWISS-MODEL,P0DTD1,54,54,54,54
SWISS-MODEL,P0DTD2,2,2,2,2
Strand,P0DTC7,7,7,7,7
Strand,P0DTC8,10,10,10,10
Strand,P0DTC9,2,2,2,2
Strand,P0DTD1,133,133,133,133
Strand,PRO_0000449621,31,31,31,31
Strand,PRO_0000449623,13,13,13,13
Strand,PRO_0000449626,6,6,6,6
Strand,PRO_0000449628,3,3,3,3
Strand,PRO_0000449629,28,28,28,28
Strand,PRO_0000449630,31,31,31,31
Strand,PRO_0000449632,21,21,21,21
Uridylate-specific endoribonuclease nsp15,P0DTD1,1,1,1,1
